contact_id,firstname,lastname,contacttype,jobtitle,mosid,commission,school,languagename,gender,environment,shortname
u7w52P2GJ9w7UHCpr1LOQlaq6pf3jS5eQ9kMezJGzlwAAK8/AXj7OQ==,Claudia,Townsend,NULL,LEET,388,NCM,RCEMES,French,Female,Army,Pte(B)
u8wR02ICtR6pplDhBDrYEgO6d+XDV13w9ANk3uz4AZgAAK8/AXiG+Q==,Myles,Hornick,NULL,INF,180,Officer,INF School,English,Male,Army,Capt
U9WSwHcTh10EMorWSi2wVTgsB/FZwc0k3P8YgwV+Zj0AAK8/AXj7Mw==,George,Mcmillan,NULL,GNR,368,NCM,RCA School,English,Male,Army,Sgt
U9wxNPcu/qx6xKPqI/gtDozYKaQqJMKRg9sKYr+qEvgAAK8/AXiG3g==,Bobby,Morgan,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
UA5cHejhqxDJiowaTktQdelzEya6QdQ4F6eLQRZYEF4AAK8/AXf/bA==,Christine,Tidwell,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,MCpl
uAH9hxbxtcWrGbQ/Es+boO90P14CHRq8MqbMUjgjewYAAK8/AXf/eQ==,John,Franz,NULL,IS TECH,394,NCM,CFSCE,French,Male,Air,MWO
uaHKb4Nj1jsqcrdK6wDDgm/ErTz0T72OPItXCZFmJ0IAAK8/AXj7OQ==,Sandra,Gallardo,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
UBA1Fonm23gwy/PYKW2bwBqjYFkGm/bSrZ+kEgwCaB0AAK8/AXiG3A==,Leslie,Reyes,NULL,CBT ENGR,339,NCM,CFSME,English,Female,Army,Sgt
ubJPj8xW/H8SilTgrMgs2/ddtmEkrI6nmj80eimasloAAK8/AXf/aQ==,Tom,Looper,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,Capt
uBYXPcSFCb20HZm2OZu+/1L0xeMisf/XkWgX5LxfpDIAAK8/AXj7PA==,Margo,Allen,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
ucjX2mjtS6MA5itCT3qozrhp0BcxQdTNMcEfUIhAqK8AAK8/AXf/eA==,Rudy,Hill,NULL,LINE TECH,384,NCM,CFSCE,French,Male,Army,Pte(B)
UCKpaTuK5dnPlCzZT67Iv33VJW8mfws9YaV5HNHHo4QAAK8/AXj7Ng==,Sharon,Mathers,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
Ud0v32RV8kx5dIxdh1M1gQ4uvwsph5wtt64TrznL6A8AAK8/AXiG6A==,Janeen,Mccormick,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Sgt
UD72qzTPCczTYlUhkxv20wFljHdS92hlvj/qpLoB09EAAK8/AXiG+Q==,Grace,King,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
uEa60S28QiL8I2re6fRRVn/yMzBeoLesWUqAicim9hYAAK8/AXj7NQ==,William,Frazier,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
uEB/W5+Qj2kBZYqWQYiUTsVMIldduI4+NrN/W8KLxjIAAK8/AXf/ag==,Jeffery,Paxton,NULL,LINE TECH,384,NCM,CFSCE,English,Male,Army,Pte(B)
UeikgNdZh1nLULpMzU2mdWWKRgJGKKym9srPjMD+yUcAAK8/AXiG2g==,Maria,Ly,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
Uet91B4HI0i3lItzNnMj58WNFBnFbB9wzIhzz5eXnM0AAK8/AXiG+Q==,Lyndon,Mitchell,NULL,INFTR,10,NCM,INF School,English,Male,Army,Sgt
ueZNWwKuQdCogHuEnSgbTUL82OrQSzlyDYZ1AlvmACgAAK8/AXj7QQ==,Arnold,Lavallee,NULL,CRMN,5,NCM,TAC School,English,Female,Army,MWO
UF6F//+hbnyU90jWxZFu/1Ouk7mxaUOqeXJ3FC1ef+oAAK8/AXf/dg==,Keith,Vega,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
UfczSW1wa85d92NMgbeZAkByv+pEo2tJFGCVX58eaWsAAK8/AXf/bA==,Keith,Faria,NULL,IS TECH,394,NCM,CFSCE,English,Male,Air,Pte(B)
uFEMGbwvOiU+g0baAMS37KHkyIU7Rie4BjIuG0B0Y90AAK8/AXiG5w==,Walter,Nichols,NULL,ENGR,181,Officer,CFSME,English,Male,Air,2Lt
uFLZfeltAemHUz1mBzP3wGkYERSHRelTJi6suKrDsLcAAK8/AXjBiA==,Paula,Smith,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
ugIGTTKcckmFyY75sscmA0jYpTjmot0fOqN/lZtFy7IAAK8/AXj7QA==,Erik,Humes,NULL,IMAGE TECH,137,NCM,TAC School,English,Male,Navy,Cpl
UGvMjtWJD0kv0490y3rSluXchqPpvDF/fLAvF3+9X4kAAK8/AXiG6Q==,Caitlin,Reed,NULL,ENGR,181,Officer,CFSME,English,Male,Army,Lt
UhCyRbIM26mHDJGASAXl26FiSgHHz0aeNJEQDBb4/WkAAK8/AXiG5A==,Susan,Willoughby,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
UHYt2/zZjopPsjdxkLC1xT/3+C/H93TTl1an9q10sPkAAK8/AXjBnQ==,Arnold,Pemberton,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
uiQndlrzH5oFc7U0qI50XtS40mBTb+AFR6OEZVcgkRsAAK8/AXjBjA==,Crystal,Monroe,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
UiVKt27BBipqFzWixJisMJCylxvAPmL3FltbtFTI24YAAK8/AXf/Yw==,Cory,Liang,NULL,ATIS TECH,109,NCM,CFSCE,English,Female,Air,Pte(B)
UJHa7pfWlwq8NGKV1NU3Cw6jg3G8LDZ1GXHIuhHWYoUAAK8/AXjBnA==,Orville,Stover,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
UjI4UU/6HO7ACeYUnVUZUu7GHAnwOSKmHlyEziZsDtEAAK8/AXf/bQ==,Lelia,Perlman,NULL,SIG OP,383,NCM,CFSCE,French,Female,Air,MCpl
UJM8UfaeMq++B2KFhrv9CtBj7nZ0KxPNpGjTX5vz8q4AAK8/AXf/Yw==,Dennis,Kwong,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
UkIqnPDuk9pecEv3z5K314QyM02xtapQcxWxt3IhIPAAAK8/AXjBpA==,Mathew,Hathaway,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
UkLWd6WDxeiR5FfN7RxWKBCvBrJCSlioUqJUEefUyOQAAK8/AXf/cg==,Myrtle,Davis,NULL,SIG OP,383,NCM,CFSCE,English,Male,Air,Pte(B)
uKQrFzh9Kixge8BXz7vUY5Yzn8sMacKq6LXAORl40pgAAK8/AXjBig==,Kevin,Zwick,NULL,CRMN,5,NCM,RCACS,English,Female,Army,Pte(B)
ukvT0hZ1ShOTB8FJZPwatjHZ0HkBvTlaQDMRo4h8zZsAAK8/AXjBkA==,Lyle,Mcpherson,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
UL4ZTJR0pFTQwBUOZu+gXgY/FxTSwMJBSWKVD4xP++kAAK8/AXf/bA==,Marvin,Lane,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
Ulb7NLCCmOOjvIsYCidyfYcb3wWvEkhZR99C1Ddj65cAAK8/AXf/bQ==,Kenneth,Browning,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
uljd/B8Dd8vBH42rXoVu/zanXSMpHopR2fHFaZkHmRcAAK8/AXf/eg==,Rita,Carr,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
ult0HjgNPQcpSs7fFhNjRKSDDP88whJwwCASCN5QR6sAAK8/AXjBkQ==,Charles,Fiume,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
Um8CewxaxlcpyR7ngrWEcCWKBycuOaNrmV7CsOBzzS8AAK8/AXiG7Q==,Barbara,Jackson,NULL,ENGR,181,Officer,CTCHQ,English,Male,Army,Lt
uMX8J7Jp2vGZPrX03reA1fTJK6f3OISFCRBzkbWTS8IAAK8/AXj7QA==,George,Kieffer,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
Un2FNy6j+dBlWRp0by3UyscIxFOGRgoR7XpopKl8YskAAK8/AXj7Ow==,Rod,Kroll,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MCpl
UN8IpWu5d1Wl0M7kke3QFd1VhOlnlSoLdiS/fzklQWIAAK8/AXjBpA==,Tommy,Kiel,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
unBPI/dAmizUDmF+3eYg4wPGn0FX8ne/4QupvJ2h4TEAAK8/AXj7QA==,David,Davies,NULL,TRG DEV,211,Officer,TAC School,French,Female,Air,Capt
unGDQX+1q2R/wEu9CXDWP3m36636TcTZGiN8z16F/+EAAK8/AXf/Yw==,Aaron,Wagner,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
unoT3ydJMKv51mHUbAmDkrDFrl8ef8tYq+QX90VY3zUAAK8/AXiG3A==,Michael,Rollins,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
uNxy6/dqCBAdiZrWZ0MFj1sIgPuELA4qD387bywmrlsAAK8/AXf/YA==,Leigh,Shaw,NULL,LOG,328,Officer,CAAWC,English,Female,Army,Capt
uobofXJGkxI+vrNz/hQbLJ+mAOgoxy7nK1mDxeCAmOQAAK8/AXiG+g==,Robert,Valerio,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
UODbhXW3UFi7s0eYZjvEXF0Fuh0Nj1FArA0VYo2R22YAAK8/AXj7PA==,Agustin,Fraser,NULL,MAT TECH,134,NCM,RCEMES,English,Male,Army,MCpl
Up5Etfbt1+ZNeeFx0yvd/yRyGrDFB2AtcsSRMmn5xq4AAK8/AXiG8A==,Marvin,Webb,NULL,INF,180,Officer,INF School,English,Male,Army,Capt
upFpO9A3g69ihGitgqzfE0KPHUoiw6pq0mLf5fcTUkYAAK8/AXjBiA==,Christopher,Jones,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
Upq9gF5Qu0B/RGBjgvdjjaKSoFPyBH4OUGrqp35q/uIAAK8/AXjBmQ==,Vera,Johnson,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
upqfe1C+aWlUEVdjIkqJy941MVNlZ3LKNIK/qiZqkMsAAK8/AXjBjw==,Anthony,Patel,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
UPt2rxDs258a8tw3gLp3UFuANab0LUeqhzAf+c9devwAAK8/AXiG2w==,Kathleen,Werner,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
upu95/7rBIRlOTpDViStsQ+zAEKKl8qsZeOYWq642/QAAK8/AXf/YQ==,Aaron,Abrams,NULL,ARMD,178,Officer,CATEU,English,Male,Army,Capt
UQfG0okXWZG3baaorAEeNTt0QoGm7rgcoCROSem+GtsAAK8/AXiG3g==,Miranda,Strief,NULL,AWS TECH,261,NCM,CFSME,English,Male,Army,WO
Uqo2hU5pU4su+1rD0QGgOY/rZ8J/NVgHZWYqw5BhDYkAAK8/AXjBng==,James,Wright,NULL,ARTY,179,Officer,RCA School,English,Female,Army,Capt
uqpenPx4z0oWuLNB06HnxBLNID11OVznJjL0SMO9vz4AAK8/AXj7QA==,Jerry,Heyne,NULL,LOG,328,Officer,RCEMES,English,Male,Army,Capt
UQr+AM3X8UBiyMX7v25EOT3LpI7/2XpxcMLhbTKJ02IAAK8/AXiG5g==,Herbert,Brennan,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
uqur/RHnI9BhasaaEQgGPuv0uXG2A4Icg992C2PLxAkAAK8/AXf/bA==,Fred,Piccinini,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
uQwmHgYLgQk87nNVCHNPXLnUtbLPtmyJGnUZxvazBwgAAK8/AXjBkw==,Michele,Reeder,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
UrbFG4UDgn7rsQm8Z9UG3AZiOViNsmNNQk2n/U2M6eoAAK8/AXiG8g==,Helen,Roy,NULL,INFTR,10,NCM,INF School,English,Male,Army,Cpl
urwosJhrlxHLN1SdNvKEgu/WYZSjxs3F0YZ3hrOL9rcAAK8/AXf/eA==,Walter,Jones,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
uSbWVqhBDDhsk4lk0kCzrItWLb6yvntuyDw+Zqu+Wr8AAK8/AXjBkQ==,Devin,Holder,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte(B)
UTE2M//5QjbMRZRtbjPFBzatfpDG//Zlnqu1DESHCkIAAK8/AXjBkA==,Henry,Alexander,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
UTexl+RzQ+/02g3uVSYzoWcxVzwocE5PpReDNDNbYssAAK8/AXf/bA==,Vera,Wells,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
uTQs1ziajADdQlSPq8CmBN/AZbEqpXrEt005Xe1qP+YAAK8/AXj7OQ==,Bo,Richardson,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MCpl
UTw+7c5lJZemQYBNxdUgWcEpGZIN/L//wQlMU/7cRFYAAK8/AXiG2w==,Ricky,Montano,NULL,SIG TECH,385,NCM,CFSCE,French,Male,Army,Pte(B)
UvTAsajCgz8yYtWvZXaqzmHw8voViIS6wRqd75wIUhsAAK8/AXj7OQ==,Walter,Lopez,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
uvtOONycDlFNys5Ks0IFXZmeRKG9i3OdW+YbKESaXUsAAK8/AXiG3g==,Christina,Chavez,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,MCpl
uvy/S0YPDa29hII8ndbap9lsi9qxV+KD39KpPJZmB0AAAK8/AXiG5A==,Eloisa,Mann,NULL,RM TECH,301,NCM,CFSME,English,Male,Air,Pte(B)
Uw58XHIIUBcD7nclKDgZxr6v9lFMTsr/zySXdFcXDiUAAK8/AXj7Ow==,Alfredo,Winkler,NULL,W TECH L,130,NCM,RCEMES,English,Male,Army,MCpl
uW6MnJxMvANIiPCuo2uLCET3C2HNbdd4EfQtnw3zGpoAAK8/AXjBhw==,Pamela,Ramlall,NULL,INFTR,10,NCM,INF School,English,Male,Army,Cpl
UWFvsaHaZsSeoB9WcfQLsMLDp8UFDEhVQgziuZgC168AAK8/AXf/cg==,Arthur,Gibson,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,Pte(B)
uWmY1H1qjWC96s6G35K8fe8Mb1kb0pTViYFJCTvCdTYAAK8/AXiG2A==,Belinda,Brewer,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
UwYr+LUZlB7/U7+z8eRB8TOAgfRcJWcwLo/RM3DIWa0AAK8/AXjBnA==,Kenneth,Godeaux,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
UXahJjD0zY2kKURBlbn3tXuZbtrjhPD02UiiNrDr1oYAAK8/AXjBkw==,David,Miller,Student,CRMN,5,NCM,RCACS,English,Male,Army,Pte(R)
uxFnac3+eFRQJNdXQumSLFbaIenl5HJqeqF+2Z1IX9AAAK8/AXiG3Q==,Amy,Moyers,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,Pte(B)
uxjHG04lbDnoP4Pf9okHB/JpKull9KhTK9qG6IfPKpAAAK8/AXiG+A==,Sara,Field,NULL,INFTR,10,NCM,INF School,French,Male,Army,MCpl
uxk7EuMfm2e3tPl012Iuy6G369ros0i5DU0fYa45FhwAAK8/AXj7Ng==,Grace,Lynn,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
uxyHjSUDLgAJ0/Y1ju2HHA5WDJeEmvmQTTAFZyO2R+YAAK8/AXjBog==,Catherine,Stowe,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
uyeX73nIVfIM1SwF87xtIEKTPPXhioRYfFaigPtsnOIAAK8/AXjBmA==,Trina,Whitman,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
uYg7VbJ/b20ebOoouG5F52mTpOcM0lvYirO4eJfVRlYAAK8/AXjBnQ==,Kathleen,Coulston,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
UYh5sFfXEWm7jbifIhLiNHBcEPRFiG8RxSYcZApEW90AAK8/AXf/eA==,Otis,Kaminsky,NULL,IS TECH,394,NCM,CFSCE,English,Female,Navy,Pte(B)
UYJPFPoV/3NSzZXu0Ser/s8JJpDP7wiV49utewaswhIAAK8/AXjBiw==,Lynn,Beauprez,NULL,ARMD,178,Officer,RCACS,English,Male,Army,Capt
UyL7rHMWq+KOdvLUH5/MDUpThNpyi8Rq2Ci6rfTkHmwAAK8/AXiG+Q==,Jerry,Tricarico,NULL,MAT MGT TECH,168,NCM,INF School,English,Male,Army,WO
UyUK/vEKk2nzcc/a5NwYxh7xR1mBf1RKQCBqsDpFIOQAAK8/AXf/Yw==,Robert,Patrick,NULL,SIGINT,120,NCM,CFSCE,French,Male,Army,Pte(B)
uYVeOvx4Byk/TPUEwMTibqAuctCKI4famqWdSp4uEx0AAK8/AXj7PQ==,Dana,Oshields,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
UZ2KQBUlgs9rSCABvJYb77dGwGMHk/dalE9LfZtEcWsAAK8/AXf/cg==,Ana,Thompson,NULL,IS TECH,394,NCM,CFSCE,French,Male,Air,Pte(B)
UZAlIjOH8vTogzAvWGDfih1YPhlr/QcqdiabhzB0FsoAAK8/AXj7Pw==,Patricia,Disla,Student,VEH TECH,129,NCM,RCEMES,English,Female,Army,Pte(R)
uzFypgLCHmqS0DNJ209rCMXp0rMgjygPOpola+M2v+MAAK8/AXiG+Q==,Cynthia,Brooks,NULL,INFTR,10,NCM,INF School,English,Male,Army,Sgt
uzstC326vHJTh5ntKkDgY6GLokbR4kaXtTFthuUdigMAAK8/AXjBow==,Charlotte,Bolin,NULL,GNR,368,NCM,RCA School,French,Male,Army,WO
uZY0MGyeJchhpJ0J2K1wtAztLI7c+QDImCErXs22m0UAAK8/AXjBow==,Robin,Whittenbeck,NULL,ARTY,179,Officer,RCA School,English,Male,Army,Lt
V/3JG9YJcdgTO90E/qYxI38lgb/VRDVVntMDh5sTwugAAK8/AXf/YA==,Jeremy,Young,NULL,INF,180,Officer,CAAWC,French,Male,Army,Maj
v/SN2+tSN7IomX4CKCZCnEmM0heq5RGXhXuQbgl01mUAAK8/AXj7QQ==,Georgie,Scarborough,NULL,LOG,328,Officer,TAC School,French,Male,Army,Maj
V/z+mIfuhxcg/LVV4Js1CNaWBZUutrQYTCsApDiRIfcAAK8/AXjBiw==,Cletus,Robinson,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
v/ZumJSVpsM8F8ALGTry2nzkRmYmhiptBpvtZiyjcYgAAK8/AXiG9w==,Angel,Henriquez,NULL,INF,180,Officer,INF School,French,Male,Army,2Lt
V160zjdlT6gIUIpCSnUsFU47IZ/U1uMrF+shAg/zfZUAAK8/AXf/Yg==,Melody,Mckenzie,NULL,ATIS TECH,109,NCM,CFSCE,French,Male,Army,Pte(B)
V1asHaWSL7+wqUzBVDiZoUr6RTKEgrqXOt3w37VoO1kAAK8/AXiG8g==,Charles,Conley,NULL,INFTR,10,NCM,INF School,English,Male,Army,WO
v1F/jmtQEM96tROO7c7zrayv9MXQcYrKX+S6bDIwgVwAAK8/AXiG8w==,Morris,Garza,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
V26I3wuPA9iho57J5NbhV6S2UH/liI1ygzAk3Owhu60AAK8/AXj7QA==,Daniel,Kurtz,NULL,GEO TECH,238,NCM,TAC School,English,Male,Army,Cpl
V2onSf9lboTM1qCcFPNIxfLAl0c4CQ17l9EUz6mxxEcAAK8/AXjBig==,Michael,Johnson,NULL,CRMN,5,NCM,RCACS,English,Female,Army,Cpl
v2RaZ35iXDwU2XiWezVK6/ZHGETmXqMWxfLgrBan7XAAAK8/AXjBiw==,Chad,Gulick,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
V32bJl1MB+OQ7lz3wq2YEgNXNsIS3DBhUnkHIQn7rY4AAK8/AXj7Og==,Chris,Shedd,NULL,W TECH L,130,NCM,RCEMES,English,Male,Army,Pte(B)
v3g4GlvFA8DLGph07GggMIb9GSlIiaV35MavyF4vm7wAAK8/AXj7Pw==,Jacqueline,Matos,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
v4/ys0eTV9Pn8R65FjfSfo/OdhXMrYIyytetBBowcBEAAK8/AXj7OQ==,Jennifer,Nunez,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,MCpl
V4hqfNWSMfHwiJJABcnZTm34YHL8hMhRAbrjGth6UqQAAK8/AXiG3w==,Gary,Broussard,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
V4Jyb8q1B4ilqyWTjiZGEfcMZxYjurOQI8KGCalZ5MsAAK8/AXiG5A==,Frank,Henderson,NULL,PH TECH,304,NCM,CFSME,English,Female,Army,Pte(B)
V4UWli/wcvXV7z4kQh8jOQ5DKwDBOSE8N/2KcAX4vEwAAK8/AXj7NA==,Margaret,Kam,NULL,ARTY,179,Officer,RCA School,French,Male,Army,2Lt
V5eggW2JhocN1YrUN4KTgKq1UCVF6Gai8CPhiC7qXhsAAK8/AXj7Mw==,Gerald,Shine,NULL,MAT MGT TECH,168,NCM,RCA School,English,Male,Army,Sgt
v6IBRm52mvQjM0VQh+gaqq1eFCcqMGcON64mFu1mXDgAAK8/AXf/eA==,Betty,Sorrell,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
v6mLSrXVDYiay5SiJDI9cKL+IHPrMj7hUiOlyd5FI1MAAK8/AXj7OQ==,Stan,Bowen,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Cpl
v6xrZ89d1OAhWlfW1t0Wd/Xc4Rc23aYTHBP3aaWHtG8AAK8/AXjBnA==,Herminia,Green,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
V7A6mTZNIUwpyla3FpocTkfMP1WNEkfrN8QNBuzbTvEAAK8/AXjBnQ==,Mark,Walters,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
v8CdR6ay8G4rV+8icyxA/izfABuYZJt6InTXVNroNs0AAK8/AXjBiA==,Julia,Trickett,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
V8OL2SFS+6sMq9qC8XxMVWgUTrkmma1G9MNjjIwlVBwAAK8/AXj7OQ==,Monica,Webster,NULL,W TECH L,130,NCM,RCEMES,English,Male,Army,MCpl
v97YG86VolnTsRKLVjpath3nFFcGSRna8fqJzjgmmIYAAK8/AXj7PA==,Cathy,Larosa,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
v9DIpes/lPU8WP+XkUsDc45wDTEXIbpfiSmVXOv9kJAAAK8/AXjBnQ==,Earnest,Weiss,NULL,GNR,368,NCM,RCA School,English,Male,Army,Cpl
vAtfRaXTinEkrKe5YV4IgmRdMVo6rWHPySCCCF/bcscAAK8/AXjBng==,Brenda,Stier,NULL,ARTY,179,Officer,RCA School,English,Male,Army,Capt
VB1bCvEcdnqFvkdfHrryO91OOYm2OhgCyPENnT9yLKoAAK8/AXjBiA==,Michelle,Hobbs,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte(B)
vBbukKmyMTc5IOHRZRnK6im96kFe+y8lxp7RcLvZdVIAAK8/AXjBjg==,Margaret,Williamson,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
VcbRUNLU6LjyxFQcv+skRzCREchxin7gueeleGC6DDAAAK8/AXjBiQ==,Mary,Reusswig,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
VCcKRep4bdBSc1w2Y4h4H2s1jWMtxGUhE+ZVQPX4qpcAAK8/AXjBpA==,Heidi,Waters,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
vcPFK1vaCx7mUHnhSZznIGwF9FV6lzsrzuqOkbVAFjIAAK8/AXjBkQ==,Sheri,Hunter,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
VcQeNseDtw9Dbuxhgk4TFoqk+zBgU9DT0H5PjlLa4kwAAK8/AXf/dg==,Willie,Qualls,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
vCuQJyxg8UN73dqa65uF6ZaqGTqzGDKUUJO2PuuBwLgAAK8/AXf/bw==,Richard,Beasley,NULL,LINE TECH,384,NCM,CFSCE,English,Male,Army,Pte(B)
Vd1WNS94xqQg1B+McTeD6aYuu9odTH7gi8dY92WkM2UAAK8/AXiG+Q==,Stephen,Meadows,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
VdCVNhyza//XDD0DEP4GXOVQCEY8zzBNqq7ag20LdMgAAK8/AXiG3Q==,Christopher,Mitchell,NULL,ED TECH,302,NCM,CFSME,French,Female,Army,Pte(B)
VDIpEPzpZWmjZvqFhk7d42sBvw0E7cPvFv0it53hCoQAAK8/AXj7NA==,Dave,Shockley,NULL,GNR,368,NCM,RCA School,French,Male,Army,MCpl
VDMbt6yWT1I8pdbCpX9SKCKt9KGVDL5pddFFf27gbtMAAK8/AXiG6g==,Reginald,Gorsuch,NULL,ENGR,181,Officer,CTCHQ,English,Male,Army,Maj
VDsO1dL5uoD3s3gXdSSXNcKw9oyQDFwtAOBIXIEObA8AAK8/AXf/bg==,Brenda,Edge,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,MCpl
VdtNqMqnvgfl/XqfT5iI7UJlypM8GjV5E0QuZvwlo3kAAK8/AXj7QQ==,Consuelo,Mangon,NULL,IMAGE TECH,137,NCM,TAC School,French,Female,Army,WO
vdXjFvYqlpzU2I7ACs9W9zjNyM6cTPML61LbHul82VYAAK8/AXf/cA==,Stephen,Scipio,NULL,SIG TECH,385,NCM,CFSCE,French,Male,Army,Cpl
VeAIwgX875oip224V2TajeZj7eruv/yyZIDdruVaREEAAK8/AXj7Pg==,Judith,Cabrera,NULL,VEH TECH,129,NCM,RCEMES,English,Female,Army,Sgt
VegSZv/aTS8tiwy7nD5tFyRaKIAyOt1Iy39kCadZ8RYAAK8/AXj7Pw==,Christopher,Muncie,NULL,MAT TECH,134,NCM,RCEMES,French,Male,Army,Pte(B)
vEJyoHa7PhGzZRV+FkANOOsn4lk0++Po4R2x1nRz0ccAAK8/AXjBhw==,Tim,Sanchez,NULL,INFTR,10,NCM,INF School,English,Female,Army,Cpl
veL/EB8JfLxwZQUlu2DADvQvYwLpmHKGQVSYn+tOsnQAAK8/AXj7QQ==,Carleen,Vernon,NULL,CPO1/CWO CORPS,381,NCM,TAC School,English,Female,Army,CWO
Vf16kzwp2JS5+lS/37Er0sTW+nWuYNzCKBhBUJVuG2EAAK8/AXf/dw==,Leesa,Howard,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
vF2b3t5z6oJ7cH5i++X24A5sNoFQe9dK1fbLfi4xOMYAAK8/AXj7NA==,Michael,Johnson,NULL,GNR,368,NCM,RCA School,English,Male,Army,MCpl
vFbNUClRNMkVesJa+Yp2gAgLPPjhwwqtGopD7tI8WPwAAK8/AXf/YA==,Charles,Treat,NULL,ADS TECH,387,NCM,CAAWC,English,Male,Army,WO
VfTf3rj1OsZnFu1y1V7gmhHtpidbffOaaNCJrUBeCx4AAK8/AXf/Yg==,Irene,Burke,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,Pte(B)
